Size..bp.,TK150013_Y2006_L,TK150013_Y2006_M,TK150014_Y2006_L,TK150014_Y2006_M,TK150019_Y2006_L,TK150019_Y2006_M,TK150027_Y2006_L,TK150027_Y2006_M,TK150036_Y2006_L,TK150036_Y2006_M,TK150038_Y2006_L,TK150038_Y2006_M,TK150043_Y2006_L,TK150043_Y2006_M,TK150119_Y2006_L,TK150119_Y2006_M,TK150122_Y2006_L,TK150122_Y2006_M,TK150129_Y2006_L,TK150129_Y2006_M,TK150131_Y2006_L,TK150131_Y2006_M,TK150133_Y2006_L,TK150133_Y2006_M,TK150135_Y2006_L,TK150135_Y2006_M,TK150138_Y2006_L,TK150138_Y2006_M,TK150139_Y2006_L,TK150139_Y2006_M,TK150140_Y2006_L,TK150140_Y2006_M,TK150145_Y2006_L,TK150145_Y2006_M,TK150148_Y2006_L,TK150148_Y2006_M,TK150150_Y2006_L,TK150150_Y2006_M,TK150159_Y2006_L,TK150159_Y2006_M,TK150168_Y2006_L,TK150168_Y2006_M,TK150172_Y2006_L,TK150172_Y2006_M,TK150183_Y2006_L,TK150183_Y2006_M,TK150184_Y2006_L,TK150184_Y2006_M,TK150233_Y2006_L,TK150233_Y2006_M,TK188255_Y2016_L,TK188255_Y2016_M,TK188274_Y2016_L,TK188274_Y2016_M,TK188278_Y2016_L,TK188278_Y2016_M,TK188288_Y2016_L,TK188288_Y2016_M,TK188297_Y2016_L,TK188297_Y2016_M,TK197090_Y2016_L,TK197090_Y2016_M,TK197100_Y2016_L,TK197100_Y2016_M,TK197103_Y2016_L,TK197103_Y2016_M,TK197123_Y2016_L,TK197123_Y2016_M,TK197127_Y2016_L,TK197127_Y2016_M,TK197134_Y2016_L,TK197134_Y2016_M,TK197158_Y2016_L,TK197158_Y2016_M,TK197258_Y2016_L,TK197258_Y2016_M,TK197301_Y2016_L,TK197301_Y2016_M,TK197307_Y2016_L,TK197307_Y2016_M,TK197322_Y2016_L,TK197322_Y2016_M,TK197331_Y2016_L,TK197331_Y2016_M,TK197345_Y2016_L,TK197345_Y2016_M,TK197372_Y2016_L,TK197372_Y2016_M,TK197378_Y2016_L,TK197378_Y2016_M,TK197386_Y2016_L,TK197386_Y2016_M,TK197586_Y2016_L,TK197586_Y2016_M,TK197677_Y2016_L,TK197677_Y2016_M,TK197735_Y2016_L,TK197735_Y2016_M,TK197746_Y2016_L,TK197746_Y2016_M,TK28958_Y1986_L,TK28958_Y1986_M,TK28994_Y1986_L,TK28994_Y1986_M,TK28996_Y1986_L,TK28996_Y1986_M,TK28997_Y1986_L,TK28997_Y1986_M,TK28998_Y1986_L,TK28998_Y1986_M,TK30014_Y1986_L,TK30014_Y1986_M,TK30560_Y1986_L,TK30560_Y1986_M,TK47554_Y1996_L,TK47554_Y1996_M,TK47560_Y1996_L,TK47560_Y1996_M,TK49607_Y1996_L,TK49607_Y1996_M,TK51534_Y1996_L,TK51534_Y1996_M,TK51578_Y1996_L,TK51578_Y1996_M,TK51585_Y1996_L,TK51585_Y1996_M,TK51605_Y1996_L,TK51605_Y1996_M,TK51652_Y1996_L,TK51652_Y1996_M,TK51673_Y1996_L,TK51673_Y1996_M,TK51681_Y1996_L,TK51681_Y1996_M,TK51690_Y1996_L,TK51690_Y1996_M,TK51698_Y1996_L,TK51698_Y1996_M,TK51704_Y1996_L,TK51704_Y1996_M,TK51718_Y1996_L,TK51718_Y1996_M,TK51720_Y1996_L,TK51720_Y1996_M,TK51733_Y1996_L,TK51733_Y1996_M,TK51734_Y1996_L,TK51734_Y1996_M,TK52061_Y1996_L,TK52061_Y1996_M,TK52135_Y1996_L,TK52135_Y1996_M,TK52154_Y1996_L,TK52154_Y1996_M,TK52164_Y1996_L,TK52164_Y1996_M,TK52167_Y1996_L,TK52167_Y1996_M,TK52171_Y1996_L,TK52171_Y1996_M,TK52480_Y1996_L,TK52480_Y1996_M,TK57938_Y1996_L,TK57938_Y1996_M
59100,700,900,500,800,400,600,200,100,200,200,300,800,0,1100,400,600,100,200,200,400,200,200,500,200,300,100,300,600,200,300,200,500,300,800,400,900,300,300,200,400,100,300,300,600,300,100,200,700,200,500,0,400,400,600,0,700,100,600,200,400,100,200,100,200,100,300,300,400,200,200,0,200,0,300,100,200,400,500,900,300,0,500,300,300,200,400,200,800,0,700,400,300,300,300,100,300,100,400,300,400,0,100,100,300,0,400,100,0,0,500,1000,0,100,700,300,300,400,600,200,700,900,1200,700,500,500,700,0,700,900,900,0,600,500,0,1000,700,300,600,300,1000,600,700,400,1100,500,100,400,500,100,700,0,800,500,700,300,1200,700,800,500,600,300,700,100,800
59200,700,900,500,700,400,600,200,100,200,200,300,800,0,1000,400,600,100,200,200,400,200,200,500,200,300,100,300,600,200,300,200,500,300,800,400,900,300,300,200,400,100,300,300,600,300,100,200,700,200,500,0,400,400,600,0,700,100,600,200,400,100,200,100,200,100,300,300,400,200,200,0,200,0,300,100,200,400,500,900,300,0,500,300,300,200,400,200,800,0,700,400,300,300,300,100,300,100,400,300,400,0,100,100,300,0,300,100,0,0,500,1000,0,100,700,300,300,400,600,200,700,900,1200,700,500,500,600,0,700,900,900,0,600,500,0,1000,700,300,600,300,1000,600,700,400,1100,500,100,400,500,100,700,0,800,500,700,300,1200,700,800,500,600,300,700,100,800
59300,700,900,500,700,400,600,200,100,200,200,300,800,0,1000,400,600,100,200,200,400,200,200,500,200,300,100,300,600,200,300,200,500,300,800,400,900,300,300,200,400,100,300,300,600,300,100,200,700,200,500,0,400,400,600,0,700,100,600,200,400,100,200,100,200,100,300,300,400,200,200,0,200,0,300,100,200,400,500,900,300,0,500,300,300,200,400,200,800,0,700,400,300,300,300,100,300,100,400,300,400,0,100,100,300,0,300,100,0,0,500,1000,0,100,700,300,300,400,600,200,700,900,1200,700,500,500,600,0,700,900,900,0,600,500,0,1000,700,300,600,300,1000,600,700,400,1100,500,100,400,500,100,700,0,800,500,700,300,1200,700,800,500,600,300,700,100,800
59400,700,900,500,700,400,600,200,100,200,200,300,800,0,1000,400,600,100,200,200,400,200,200,500,200,300,100,300,600,200,300,200,500,300,800,400,900,300,300,200,400,100,300,300,600,300,100,200,700,200,500,0,400,400,600,0,700,100,600,200,400,100,200,100,200,100,300,300,400,200,200,0,200,0,300,100,200,400,500,900,300,0,500,300,300,200,400,200,800,0,700,400,300,300,300,100,300,100,400,300,400,0,100,100,300,0,300,100,0,0,500,1000,0,100,700,300,300,400,600,200,700,900,1200,700,500,500,600,0,700,900,900,0,600,500,0,1000,700,300,600,300,1000,600,700,400,1100,500,100,400,500,100,700,0,800,500,700,300,1200,700,800,500,600,300,700,100,800
59500,700,900,500,700,400,600,200,100,200,200,300,800,0,1000,400,600,100,200,200,400,200,200,500,200,300,100,300,600,200,300,200,500,300,800,400,900,300,300,200,400,100,300,300,600,300,100,200,700,200,500,0,400,400,600,0,700,100,600,200,400,100,200,100,200,100,300,300,400,200,200,0,200,0,300,100,200,400,500,900,300,0,500,300,300,200,400,200,800,0,700,400,300,300,300,100,300,100,400,300,400,0,100,100,300,0,300,100,0,0,500,1000,0,100,700,300,300,400,600,200,700,900,1200,700,500,500,600,0,700,900,900,0,600,500,0,900,600,300,600,300,1000,500,700,400,1100,500,100,400,500,100,700,0,800,500,700,300,1200,700,800,500,600,300,700,100,800
59600,700,900,500,700,400,600,200,100,200,200,300,800,0,1000,400,600,100,200,200,400,200,200,500,200,300,100,300,600,200,300,200,500,300,800,400,800,300,300,200,400,100,300,300,600,300,100,200,700,200,500,0,400,400,600,0,700,100,600,200,400,100,200,100,200,100,300,300,400,200,200,0,200,0,300,100,200,400,500,900,300,0,500,300,300,200,400,200,800,0,700,400,300,300,300,100,300,100,400,300,400,0,100,100,300,0,300,100,0,0,500,1000,0,100,700,300,300,400,600,200,700,900,1200,700,500,500,600,0,700,900,900,0,600,500,0,900,600,300,600,300,1000,500,700,400,1100,500,100,400,500,100,700,0,800,500,700,300,1200,700,800,500,600,300,700,100,800
59700,700,900,500,700,400,600,200,100,200,200,300,800,0,1000,400,600,100,200,200,400,200,200,500,200,300,100,300,600,200,300,200,500,300,800,400,800,300,300,200,400,100,300,300,600,300,100,200,700,200,500,0,300,400,600,0,600,100,600,200,400,100,200,100,200,100,300,300,400,200,200,0,200,0,300,100,200,400,500,900,300,0,500,300,300,200,400,200,800,0,700,400,300,300,300,100,300,0,400,300,400,0,100,100,300,0,300,100,0,0,500,1000,0,100,700,300,300,400,600,200,700,900,1200,700,500,500,600,0,700,900,900,0,600,500,0,900,600,300,600,300,1000,500,700,400,1100,500,100,400,500,100,700,0,700,500,700,300,1200,700,800,500,600,300,700,100,800
59800,700,800,500,700,400,600,200,100,200,200,300,700,0,1000,400,600,100,200,200,400,200,200,500,200,300,100,300,600,200,300,200,500,300,800,400,800,300,300,200,400,100,300,300,600,300,0,200,700,200,500,0,300,400,600,0,600,100,600,200,400,100,200,100,200,100,300,300,400,200,200,0,200,0,300,100,200,400,500,900,300,0,500,300,300,200,400,200,800,0,700,400,300,300,300,100,300,0,400,300,400,0,100,100,300,0,300,100,0,0,500,1000,0,100,700,300,300,400,600,200,700,900,1200,700,500,500,600,0,700,900,800,0,600,500,0,900,600,300,600,300,1000,500,700,400,1100,500,100,400,500,100,700,0,700,500,700,300,1200,700,800,500,600,300,700,100,800
59900,700,800,500,700,400,600,200,100,200,200,300,700,0,1000,400,600,100,200,200,400,200,200,500,200,300,100,300,600,200,300,200,500,300,800,400,800,300,300,200,400,100,300,300,600,300,0,200,700,200,500,0,300,400,600,0,600,100,600,200,400,100,200,100,200,100,300,300,400,200,200,0,200,0,300,100,200,400,500,900,300,0,500,300,300,200,400,200,800,0,700,400,300,200,300,100,300,0,400,300,400,0,100,100,300,0,300,100,0,0,500,1000,0,100,700,300,300,400,600,200,700,900,1200,700,500,500,600,0,700,900,800,0,600,500,0,900,600,300,600,300,1000,500,700,300,1100,500,100,400,500,100,700,0,700,500,700,300,1200,700,800,500,600,300,700,100,800
60000,700,800,500,700,400,600,200,100,200,200,300,700,0,1000,300,600,100,200,200,400,200,200,500,200,300,100,300,600,200,300,200,500,300,800,400,800,300,300,200,400,100,300,300,600,300,0,200,700,200,500,0,300,400,600,0,600,100,600,200,400,100,200,100,200,100,300,300,400,200,200,0,200,0,300,100,200,400,500,900,300,0,500,300,300,200,400,200,700,0,700,400,300,200,300,100,300,0,400,300,400,0,100,100,300,0,300,100,0,0,500,1000,0,100,700,300,300,400,600,200,700,900,1200,700,500,500,600,0,700,900,800,0,600,500,0,900,600,300,600,300,1000,500,700,300,1100,500,100,400,500,100,700,0,700,500,700,300,1200,700,800,500,600,300,700,100,800
60100,700,800,500,700,400,600,200,100,200,200,300,700,0,1000,300,600,100,200,200,400,200,200,500,200,300,100,300,600,200,300,200,500,300,800,400,800,300,300,200,400,100,300,300,600,300,0,200,700,200,500,0,300,400,600,0,600,100,600,200,400,100,200,100,200,100,300,300,400,200,200,0,200,0,300,100,200,400,500,900,300,0,500,300,300,200,400,200,700,0,700,400,300,200,300,100,300,0,400,300,400,0,100,100,300,0,300,100,0,0,500,1000,0,100,700,300,300,400,600,200,700,900,1200,700,500,500,600,0,700,900,800,0,600,500,0,900,600,300,600,300,900,500,700,300,1100,500,100,400,500,100,700,0,700,500,700,300,1200,700,800,500,600,300,700,100,800
60200,700,800,500,700,400,600,200,100,200,200,300,700,0,1000,300,600,100,200,200,400,200,200,500,200,300,100,300,600,200,300,200,500,300,700,400,800,300,300,200,400,100,300,300,600,300,0,200,700,200,500,0,300,400,600,0,600,100,600,200,400,100,200,100,200,100,300,300,400,200,200,0,200,0,300,100,200,400,500,900,300,0,500,300,300,200,400,200,700,0,700,400,300,200,300,100,300,0,400,300,400,0,100,100,300,0,300,100,0,0,500,900,0,100,700,300,300,400,600,200,600,900,1100,700,500,500,600,0,700,900,800,0,600,500,0,900,600,300,600,300,900,500,700,300,1100,500,100,400,500,100,700,0,700,500,700,300,1200,700,800,500,600,300,700,100,800
60300,600,800,500,700,400,600,200,100,200,200,300,700,0,1000,300,600,100,200,200,400,200,200,500,200,300,100,300,600,200,300,200,500,300,700,400,800,300,300,200,400,100,300,300,600,300,0,200,700,200,500,0,300,400,600,0,600,100,600,200,400,100,200,100,200,100,300,300,400,200,200,0,200,0,300,100,200,400,400,900,300,0,500,300,200,200,400,200,700,0,700,400,300,200,300,100,200,0,400,300,400,0,100,100,300,0,300,100,0,0,500,900,0,100,700,300,300,400,600,200,600,900,1100,700,500,500,600,0,700,900,800,0,600,500,0,900,600,300,600,300,900,500,700,300,1100,500,100,300,500,100,700,0,700,500,700,200,1200,700,700,500,600,300,700,100,800
60400,600,800,500,700,400,600,200,100,200,200,300,700,0,1000,300,600,100,200,200,400,200,200,500,200,300,100,300,600,200,300,200,500,300,700,400,800,300,300,200,400,100,300,300,600,300,0,200,700,200,500,0,300,400,600,0,600,100,600,200,400,100,200,100,200,100,300,300,400,200,200,0,200,0,300,100,200,400,400,900,300,0,500,300,200,200,400,200,700,0,700,400,300,200,300,100,200,0,400,300,400,0,100,100,300,0,300,100,0,0,500,900,0,100,700,300,300,400,600,200,600,900,1100,700,400,500,600,0,700,900,800,0,600,500,0,900,600,300,600,300,900,500,700,300,1100,500,100,300,500,100,700,0,700,500,700,200,1200,700,700,500,600,300,700,100,800
60500,600,800,500,700,400,600,200,100,200,200,300,700,0,1000,300,600,100,200,200,400,200,200,500,200,300,100,300,600,200,300,200,500,300,700,400,800,300,300,200,400,100,300,300,600,300,0,200,700,200,500,0,300,400,600,0,600,100,600,200,400,100,200,100,200,100,300,300,400,200,200,0,200,0,300,100,200,400,400,900,300,0,500,300,200,200,400,200,700,0,700,400,300,200,300,100,200,0,400,300,400,0,100,100,300,0,300,100,0,0,500,900,0,100,700,300,300,400,600,200,600,900,1100,700,400,500,600,0,700,900,800,0,600,500,0,900,600,300,600,300,900,500,600,300,1100,500,100,300,400,100,700,0,700,500,700,200,1200,700,700,500,600,300,700,100,800
60600,600,800,500,700,400,600,200,100,200,200,300,700,0,1000,300,600,100,200,200,400,200,200,500,200,300,100,300,600,200,300,200,500,300,700,400,800,300,300,200,400,100,300,300,600,300,0,200,700,200,500,0,300,400,600,0,600,100,600,200,400,100,200,100,200,100,300,300,400,200,200,0,200,0,300,100,200,400,400,900,200,0,500,300,200,200,400,200,700,0,700,400,300,200,300,100,200,0,400,300,400,0,100,100,300,0,300,100,0,0,500,900,0,100,700,300,300,400,600,200,600,900,1100,700,400,500,600,0,700,900,800,0,600,500,0,900,600,300,600,300,900,500,600,300,1100,500,100,300,400,100,700,0,700,500,700,200,1200,700,700,500,600,300,700,100,800
60700,600,800,500,700,400,600,200,100,200,200,300,700,0,1000,300,600,100,200,200,400,200,200,500,200,300,100,300,600,200,300,200,500,300,700,400,800,300,300,200,400,100,300,300,600,300,0,200,700,200,500,0,300,400,600,0,600,100,600,200,400,100,200,100,200,100,300,300,400,200,200,0,200,0,300,100,200,400,400,900,200,0,500,300,200,200,400,200,700,0,700,400,300,200,300,100,200,0,400,300,400,0,100,100,300,0,300,0,0,0,500,900,0,100,700,300,300,400,600,200,600,900,1100,700,400,500,600,0,700,900,800,0,600,500,0,800,600,300,600,300,900,500,600,300,1000,500,100,300,400,100,700,0,700,500,700,200,1200,700,700,500,600,300,700,100,800
60800,600,800,500,700,400,600,200,100,200,200,300,700,0,1000,300,600,100,200,200,400,200,200,500,200,300,100,300,600,200,300,200,500,300,700,400,800,300,300,200,400,100,300,300,600,300,0,200,700,200,500,0,300,400,600,0,600,100,600,200,400,100,200,100,200,100,300,300,400,200,200,0,200,0,300,100,200,400,400,900,200,0,500,300,200,200,400,200,700,0,700,400,300,200,300,100,200,0,400,300,400,0,100,100,300,0,300,0,0,0,500,900,0,100,700,300,300,400,600,200,600,900,1100,700,400,500,600,0,700,900,800,0,600,500,0,800,600,300,600,300,900,500,600,300,1000,500,100,300,400,100,700,0,700,500,700,200,1200,700,700,500,600,300,700,100,800
60900,600,800,500,700,400,600,200,100,200,200,300,700,0,1000,300,600,100,200,200,400,200,200,500,200,300,100,300,600,200,300,200,500,300,700,400,800,300,300,200,400,100,300,300,600,300,0,200,600,200,500,0,300,400,600,0,600,100,500,200,400,100,200,100,200,100,300,300,400,100,200,0,200,0,300,100,200,400,400,800,200,0,500,300,200,200,300,200,700,0,700,400,300,200,300,100,200,0,400,300,400,0,100,100,300,0,300,0,0,0,500,900,0,100,700,300,300,400,600,200,600,900,1100,700,400,500,600,0,700,900,800,0,600,500,0,800,600,300,600,300,900,500,600,300,1000,500,100,300,400,100,700,0,700,400,700,200,1100,700,700,400,600,300,700,100,800
61000,600,800,500,700,300,500,200,100,200,200,300,700,0,1000,300,600,100,200,200,400,200,200,500,200,300,100,300,600,200,300,200,500,300,700,400,800,300,300,200,400,100,300,300,600,300,0,200,600,200,500,0,300,400,600,0,600,100,500,200,400,100,200,100,200,100,300,300,400,100,200,0,200,0,300,100,200,400,400,800,200,0,500,300,200,200,300,200,700,0,700,400,300,200,300,100,200,0,400,300,400,0,100,100,300,0,300,0,0,0,500,900,0,100,700,300,300,400,600,200,600,900,1100,700,400,500,600,0,700,900,800,0,600,500,0,800,600,300,600,300,900,500,600,300,1000,500,100,300,400,100,700,0,700,400,700,200,1100,700,700,400,600,300,700,100,800
61100,600,800,500,700,300,500,200,100,200,200,300,700,0,1000,300,600,100,200,200,400,200,200,500,200,300,100,300,600,200,300,200,500,300,700,400,800,300,300,200,400,100,300,300,600,300,0,200,600,200,500,0,300,400,600,0,600,100,500,200,400,100,200,100,200,100,300,300,400,100,200,0,200,0,300,100,200,400,400,800,200,0,500,300,200,200,300,200,700,0,700,400,300,200,300,100,200,0,400,300,400,0,100,100,300,0,300,0,0,0,500,900,0,100,700,300,300,400,600,200,600,900,1100,700,400,500,600,0,700,900,800,0,600,500,0,800,600,300,600,300,900,500,600,300,1000,500,0,300,400,100,600,0,700,400,600,200,1100,700,700,400,600,300,700,100,800
61200,600,800,500,700,300,500,200,100,200,200,300,700,0,1000,300,600,100,300,200,400,200,200,500,200,300,100,300,600,200,300,200,500,300,700,400,800,300,300,200,400,100,300,300,600,300,0,200,600,200,500,0,300,400,600,0,600,100,500,200,400,100,200,100,200,100,300,300,400,100,200,0,200,0,300,100,200,400,400,800,200,0,500,300,200,200,300,200,700,0,700,400,300,200,300,100,200,0,400,300,400,0,100,100,300,0,300,0,0,0,500,900,0,100,700,300,300,400,600,200,600,900,1100,700,400,500,600,0,700,900,800,0,600,500,0,800,600,300,600,300,900,500,600,300,1000,500,0,300,400,100,600,0,700,400,600,200,1100,700,700,400,600,300,700,100,800
61300,600,800,500,700,300,500,200,100,200,200,300,700,0,1000,300,600,100,300,200,400,200,200,500,200,300,100,300,600,200,300,200,500,300,700,400,800,300,300,200,400,100,300,300,600,300,0,200,600,200,500,0,300,400,600,0,600,100,500,200,400,100,200,100,200,100,300,300,400,100,200,0,200,0,300,100,200,400,400,800,200,0,500,300,200,200,300,200,700,0,700,400,300,200,300,100,200,0,400,300,400,0,100,100,300,0,300,0,0,0,400,900,0,100,700,300,300,400,600,200,600,900,1100,700,400,500,600,0,700,900,800,0,600,500,0,800,600,200,600,300,900,500,600,300,1000,500,0,300,400,100,600,0,700,400,600,200,1100,700,700,400,600,300,700,100,800
61400,600,800,500,700,300,500,200,100,200,200,300,700,0,1000,300,600,100,300,200,400,200,200,500,200,300,100,300,600,200,300,200,500,300,700,400,800,300,300,200,400,100,300,300,600,300,0,200,600,200,500,0,300,400,600,0,600,100,500,200,400,100,200,100,200,100,300,300,400,100,200,0,200,0,300,100,200,400,400,800,200,0,500,300,200,200,300,200,700,0,700,400,300,200,300,100,200,0,400,300,400,0,100,100,300,0,300,0,0,0,400,900,0,100,700,300,300,400,600,200,600,800,1100,700,400,500,600,0,700,900,800,0,600,500,0,800,600,200,600,300,900,500,600,300,1000,500,0,300,400,100,600,0,700,400,600,200,1100,700,700,400,600,300,700,100,800
61500,600,800,500,700,300,500,200,100,200,200,300,700,0,1000,300,600,100,300,200,400,200,200,500,200,300,100,300,600,200,300,200,500,300,700,400,800,300,300,200,400,100,300,300,600,300,0,200,600,200,500,0,300,400,500,0,600,100,500,200,400,100,200,100,200,100,300,300,400,100,200,0,200,0,300,100,200,400,400,800,200,0,500,300,200,200,300,200,700,0,700,400,300,200,300,100,200,0,400,300,400,0,100,100,300,0,300,0,0,0,400,900,0,100,700,300,300,400,600,200,600,800,1100,600,400,500,600,0,600,800,800,0,600,500,0,800,600,200,600,300,900,500,600,300,1000,500,0,300,400,100,600,0,700,400,600,200,1100,700,700,400,600,300,700,100,700
61600,600,800,500,700,300,500,200,0,200,200,300,700,0,900,300,600,100,300,200,400,200,200,500,200,300,100,300,600,200,300,200,500,300,700,400,800,300,300,200,400,100,300,300,600,300,0,200,600,200,500,0,300,400,500,0,600,100,500,200,400,100,200,100,200,100,300,300,400,100,200,0,200,0,300,100,200,400,400,800,200,0,500,300,200,200,300,200,700,0,700,400,300,200,300,100,200,0,400,300,400,0,100,100,300,0,300,0,0,0,400,900,0,100,700,300,300,400,500,200,600,800,1100,600,400,500,600,0,600,800,800,0,600,500,0,800,600,200,600,300,900,500,600,300,1000,500,0,300,400,100,600,0,700,400,600,200,1100,700,700,400,600,300,700,100,700
61700,600,800,500,700,300,500,200,0,200,200,300,700,0,900,300,600,100,300,200,400,200,200,500,200,300,100,300,600,200,300,200,500,300,700,400,800,300,300,200,400,100,300,300,600,300,0,200,600,200,500,0,300,400,500,0,600,100,500,200,400,100,200,100,200,100,300,300,400,100,200,0,200,0,300,100,200,400,400,800,200,0,500,300,200,200,300,200,700,0,700,400,300,200,300,100,200,0,400,300,400,0,100,100,300,0,300,0,0,0,400,900,0,100,700,300,300,400,500,200,600,800,1100,600,400,500,600,0,600,800,800,0,600,500,0,800,600,200,600,300,900,500,600,300,1000,500,0,300,400,100,600,0,700,400,600,200,1100,700,700,400,600,300,700,100,700
61800,600,800,500,600,300,500,200,0,200,200,300,700,0,900,300,500,100,300,200,400,200,200,400,200,300,100,300,600,200,300,200,500,300,700,400,800,300,300,200,400,100,300,200,600,300,0,200,600,200,500,0,300,300,500,0,600,100,500,200,400,100,200,100,200,100,300,300,400,100,200,0,200,0,300,100,200,400,400,800,200,0,500,300,200,200,300,200,700,0,700,400,300,200,300,100,200,0,400,300,400,0,100,100,300,0,300,0,0,0,400,800,0,100,700,300,300,400,500,200,600,800,1100,600,400,500,600,0,600,800,800,0,600,500,0,800,600,200,600,300,900,500,600,300,1000,500,0,300,400,100,600,0,700,400,600,200,1100,700,700,400,600,300,700,100,700
61900,600,800,500,600,300,500,200,0,200,200,300,700,0,900,300,500,100,300,200,400,200,200,400,200,300,100,300,600,200,200,200,500,300,700,400,700,300,300,200,400,100,300,200,600,300,0,200,600,200,500,0,300,300,500,0,600,100,500,200,400,100,200,100,200,100,300,300,400,100,200,0,200,0,300,100,200,400,400,800,200,0,500,300,200,200,300,200,700,0,700,400,300,200,300,100,200,0,400,300,400,0,100,100,300,0,300,0,0,0,400,800,0,100,700,300,300,400,500,200,600,800,1100,600,400,500,600,0,600,800,800,0,600,500,0,800,600,200,500,300,800,500,600,300,1000,500,0,300,400,100,600,0,700,400,600,200,1100,700,700,400,600,300,700,100,700
62000,600,800,500,600,300,500,200,0,200,200,300,700,0,900,300,500,100,300,200,400,200,200,400,200,300,100,300,600,200,200,200,500,300,700,400,700,300,300,200,400,100,300,200,600,300,0,200,600,200,500,0,300,300,500,0,600,100,500,200,400,100,200,100,200,100,300,300,400,100,200,0,200,0,300,100,200,400,400,800,200,0,500,300,200,200,300,200,700,0,700,400,300,200,300,100,200,0,400,300,400,0,100,100,300,0,300,0,0,0,400,800,0,100,600,300,300,400,500,200,600,800,1100,600,400,500,600,0,600,800,800,0,600,500,0,800,600,200,500,300,800,500,600,300,1000,500,0,300,400,100,600,0,700,400,600,200,1100,700,700,400,600,300,700,100,700
62100,600,800,500,600,300,500,200,0,200,200,300,700,0,900,300,500,100,300,200,400,200,200,400,200,300,100,300,600,200,200,200,500,300,700,400,700,300,300,200,400,100,300,200,600,300,0,100,600,200,500,0,300,300,500,0,600,100,500,200,400,100,200,0,200,100,300,300,400,100,200,0,200,0,300,100,200,400,400,800,200,0,500,300,200,200,300,200,700,0,700,400,300,200,300,100,200,0,400,300,400,0,100,100,300,0,300,0,0,0,400,800,0,100,600,300,300,400,500,200,600,800,1100,600,400,500,600,0,600,800,700,0,600,500,0,800,600,200,500,300,800,500,600,300,1000,500,0,300,400,100,600,0,700,400,600,200,1100,600,700,400,500,300,700,100,700
62200,600,800,400,600,300,500,200,0,200,200,300,700,0,900,300,500,100,300,200,400,200,200,400,200,300,100,300,600,200,200,200,500,300,700,400,700,300,300,200,400,100,300,200,600,300,0,100,600,200,500,0,300,300,500,0,600,100,500,200,400,100,200,0,200,100,300,300,400,100,200,0,200,0,300,100,200,400,400,800,200,0,500,300,200,200,300,200,700,0,700,400,300,200,300,100,200,0,400,300,400,0,100,100,300,0,300,0,0,0,400,800,0,100,600,300,300,400,500,200,600,800,1100,600,400,500,600,0,600,800,700,0,600,500,0,800,600,200,500,300,800,500,600,300,1000,500,0,300,400,100,600,0,700,400,600,200,1100,600,700,400,500,300,700,100,700
62300,600,800,400,600,300,500,200,0,200,200,300,700,0,900,300,500,100,300,200,400,200,200,400,200,300,100,300,600,200,200,200,500,300,700,400,700,300,300,200,400,100,300,200,600,300,0,100,600,200,500,0,300,300,500,0,600,100,500,200,400,100,200,0,200,100,300,300,400,100,200,0,200,0,300,100,200,400,400,800,200,0,500,300,200,200,300,200,700,0,700,400,300,200,300,100,200,0,400,300,400,0,100,100,300,0,300,0,0,0,400,800,0,100,600,300,300,400,500,200,600,800,1100,600,400,500,600,0,600,800,700,0,600,500,0,800,600,200,500,300,800,500,600,300,1000,500,0,300,400,0,600,0,700,400,600,200,1100,600,700,400,500,300,700,100,700
62400,600,800,400,600,300,500,200,0,200,200,300,700,0,900,300,500,100,300,200,300,200,100,400,200,300,100,300,500,200,200,200,400,300,600,400,700,300,300,200,400,100,300,200,600,300,0,100,600,200,500,0,300,300,500,0,600,100,500,200,400,100,200,0,200,100,300,300,400,100,200,0,200,0,300,100,200,400,400,800,200,0,400,300,200,200,300,200,700,0,700,400,300,200,300,100,200,0,400,300,400,0,100,100,200,0,300,0,0,0,400,800,0,100,600,300,300,400,500,200,600,800,1100,600,400,500,600,0,600,800,700,0,600,500,0,800,600,200,500,300,800,500,600,300,900,500,0,300,400,0,600,0,700,400,600,200,1100,600,700,400,500,300,700,100,700
62500,600,800,400,600,300,500,200,0,200,200,300,700,0,900,300,500,100,300,200,300,200,100,400,200,300,100,300,500,200,200,200,400,300,600,400,700,300,300,200,400,100,300,200,600,300,0,100,600,200,500,0,300,300,500,0,600,100,500,200,400,100,200,0,200,100,300,300,400,100,200,0,200,0,300,100,200,400,400,800,200,0,400,300,200,200,300,200,700,0,700,400,300,200,300,100,200,0,400,300,400,0,100,100,200,0,300,0,0,0,400,800,0,100,600,200,300,400,500,200,600,800,1000,600,400,500,600,0,600,800,700,0,600,500,0,800,600,200,500,300,800,500,600,300,900,500,0,300,400,0,600,0,700,400,600,200,1100,600,700,400,500,300,700,100,700
