Size..bp.,TK150013_Y2006_L,TK150013_Y2006_M,TK150014_Y2006_L,TK150014_Y2006_M,TK150019_Y2006_L,TK150019_Y2006_M,TK150027_Y2006_L,TK150027_Y2006_M,TK150036_Y2006_L,TK150036_Y2006_M,TK150038_Y2006_L,TK150038_Y2006_M,TK150043_Y2006_L,TK150043_Y2006_M,TK150119_Y2006_L,TK150119_Y2006_M,TK150122_Y2006_L,TK150122_Y2006_M,TK150129_Y2006_L,TK150129_Y2006_M,TK150131_Y2006_L,TK150131_Y2006_M,TK150133_Y2006_L,TK150133_Y2006_M,TK150135_Y2006_L,TK150135_Y2006_M,TK150138_Y2006_L,TK150138_Y2006_M,TK150139_Y2006_L,TK150139_Y2006_M,TK150140_Y2006_L,TK150140_Y2006_M,TK150145_Y2006_L,TK150145_Y2006_M,TK150148_Y2006_L,TK150148_Y2006_M,TK150150_Y2006_L,TK150150_Y2006_M,TK150159_Y2006_L,TK150159_Y2006_M,TK150168_Y2006_L,TK150168_Y2006_M,TK150172_Y2006_L,TK150172_Y2006_M,TK150183_Y2006_L,TK150183_Y2006_M,TK150184_Y2006_L,TK150184_Y2006_M,TK150233_Y2006_L,TK150233_Y2006_M,TK188255_Y2016_L,TK188255_Y2016_M,TK188274_Y2016_L,TK188274_Y2016_M,TK188278_Y2016_L,TK188278_Y2016_M,TK188288_Y2016_L,TK188288_Y2016_M,TK188297_Y2016_L,TK188297_Y2016_M,TK197090_Y2016_L,TK197090_Y2016_M,TK197100_Y2016_L,TK197100_Y2016_M,TK197103_Y2016_L,TK197103_Y2016_M,TK197123_Y2016_L,TK197123_Y2016_M,TK197127_Y2016_L,TK197127_Y2016_M,TK197134_Y2016_L,TK197134_Y2016_M,TK197158_Y2016_L,TK197158_Y2016_M,TK197258_Y2016_L,TK197258_Y2016_M,TK197301_Y2016_L,TK197301_Y2016_M,TK197307_Y2016_L,TK197307_Y2016_M,TK197322_Y2016_L,TK197322_Y2016_M,TK197331_Y2016_L,TK197331_Y2016_M,TK197345_Y2016_L,TK197345_Y2016_M,TK197372_Y2016_L,TK197372_Y2016_M,TK197378_Y2016_L,TK197378_Y2016_M,TK197386_Y2016_L,TK197386_Y2016_M,TK197586_Y2016_L,TK197586_Y2016_M,TK197677_Y2016_L,TK197677_Y2016_M,TK197735_Y2016_L,TK197735_Y2016_M,TK197746_Y2016_L,TK197746_Y2016_M,TK28958_Y1986_L,TK28958_Y1986_M,TK28994_Y1986_L,TK28994_Y1986_M,TK28996_Y1986_L,TK28996_Y1986_M,TK28997_Y1986_L,TK28997_Y1986_M,TK28998_Y1986_L,TK28998_Y1986_M,TK30014_Y1986_L,TK30014_Y1986_M,TK30560_Y1986_L,TK30560_Y1986_M,TK47554_Y1996_L,TK47554_Y1996_M,TK47560_Y1996_L,TK47560_Y1996_M,TK49607_Y1996_L,TK49607_Y1996_M,TK51534_Y1996_L,TK51534_Y1996_M,TK51578_Y1996_L,TK51578_Y1996_M,TK51585_Y1996_L,TK51585_Y1996_M,TK51605_Y1996_L,TK51605_Y1996_M,TK51652_Y1996_L,TK51652_Y1996_M,TK51673_Y1996_L,TK51673_Y1996_M,TK51681_Y1996_L,TK51681_Y1996_M,TK51690_Y1996_L,TK51690_Y1996_M,TK51698_Y1996_L,TK51698_Y1996_M,TK51704_Y1996_L,TK51704_Y1996_M,TK51718_Y1996_L,TK51718_Y1996_M,TK51720_Y1996_L,TK51720_Y1996_M,TK51733_Y1996_L,TK51733_Y1996_M,TK51734_Y1996_L,TK51734_Y1996_M,TK52061_Y1996_L,TK52061_Y1996_M,TK52135_Y1996_L,TK52135_Y1996_M,TK52154_Y1996_L,TK52154_Y1996_M,TK52164_Y1996_L,TK52164_Y1996_M,TK52167_Y1996_L,TK52167_Y1996_M,TK52171_Y1996_L,TK52171_Y1996_M,TK52480_Y1996_L,TK52480_Y1996_M,TK57938_Y1996_L,TK57938_Y1996_M
2000,420,340,1100,40,680,0,980,2520,800,620,1440,340,300,460,500,325,300,800,200,100,200,275,650,480,0,100,200,275,100,200,300,100,200,100,200,300,180,300,100,0,100,0,300,100,100,800,300,640,100,100,860,0,620,900,300,100,400,400,100,100,220,100,200,100,100,400,300,400,300,100,160,100,100,200,0,100,600,200,300,200,17600,100,420,200,100,100,400,100,100,200,700,0,600,100,200,0,100,0,200,100,880,600,300,100,600,460,200,300,600,540,100,640,1800,100,300,0,800,100,1000,500,100,0,160,100,400,200,100,200,100,0,100,2180,700,0,0,100,140,100,200,100,200,100,920,0,300,880,300,200,500,200,300,200,100,760,500,100,200,100,100,0,0,500,700,0
2100,500,400,1200,100,725,0,1050,2750,900,700,1550,400,300,500,500,400,320,800,200,100,200,300,700,500,0,100,200,300,175,200,300,150,200,100,200,400,200,300,100,0,100,0,300,100,100,800,380,700,100,100,900,0,700,940,400,100,500,400,100,100,300,120,200,100,100,400,300,400,300,100,200,100,100,200,75,100,620,200,400,200,18900,100,500,200,120,100,400,100,100,200,800,0,600,100,200,80,100,0,200,100,980,660,300,100,600,500,220,360,680,600,100,700,1960,100,300,0,900,100,1100,475,100,0,200,100,450,200,100,200,100,0,100,2425,800,0,0,100,200,100,200,100,200,100,1025,0,300,975,300,200,525,200,300,200,100,850,600,100,200,100,100,0,100,600,700,0
2200,500,400,1325,100,800,0,1100,2950,950,700,1675,400,300,550,500,400,400,875,200,100,240,300,725,560,0,100,200,300,200,200,300,200,200,180,240,400,200,300,100,0,100,0,300,100,100,840,400,720,100,100,900,60,760,1000,400,100,500,400,100,100,300,200,200,100,100,400,300,500,300,100,200,100,100,200,100,100,700,200,400,200,19960,100,500,200,200,100,450,100,100,200,825,0,675,100,200,50,100,0,200,100,1050,700,300,100,675,575,300,400,700,625,150,700,2125,100,300,0,950,100,1200,400,100,0,200,100,500,200,100,280,100,0,100,2575,800,0,0,100,200,100,200,100,200,100,1125,0,300,1025,320,200,600,200,300,200,100,950,640,100,200,100,100,0,100,600,700,0
2300,520,420,1440,100,860,0,1180,3140,1000,800,1780,420,300,600,525,425,400,900,200,100,300,300,800,600,0,100,200,300,200,200,360,200,200,200,300,400,200,300,100,0,100,0,340,100,140,900,400,800,100,100,920,100,820,1000,400,140,500,480,100,100,300,200,200,100,100,400,300,500,300,100,200,100,100,200,100,100,700,200,420,200,21100,100,500,200,200,100,500,100,100,200,900,0,700,160,200,100,100,0,260,100,1140,760,360,100,700,600,300,400,760,700,200,780,2260,100,380,0,1020,160,1280,300,100,0,200,100,540,240,100,300,100,0,100,2740,900,0,0,100,200,100,200,100,260,200,1240,0,380,1120,400,240,600,260,300,200,100,1020,700,100,200,100,100,0,100,680,700,0
2400,600,500,1525,100,900,0,1200,3350,1100,825,1875,500,300,675,600,500,400,900,200,100,300,380,820,600,0,100,200,360,200,300,400,200,200,200,300,450,200,300,100,0,180,0,400,100,200,900,400,800,180,100,1000,40,900,1040,400,200,500,500,100,100,300,200,200,100,100,440,300,500,360,100,200,100,100,200,100,100,720,200,500,200,21950,100,580,200,200,100,500,100,100,200,900,0,700,200,200,100,180,0,300,100,1220,800,400,100,700,700,300,400,800,740,200,800,2440,175,400,60,1100,200,1400,300,100,100,200,100,600,300,100,300,100,0,100,2925,900,0,0,100,200,100,200,100,300,200,1350,0,400,1200,400,300,650,300,300,200,125,1100,700,100,280,100,200,0,100,700,700,40
2500,600,500,1640,100,960,40,1300,3520,1100,900,2040,500,300,720,600,500,400,1000,200,100,300,400,900,700,0,100,260,400,200,300,400,200,200,200,300,500,200,340,100,100,200,0,400,100,200,960,400,900,200,100,1000,100,960,1100,400,200,500,500,150,100,300,200,200,100,100,500,350,500,400,100,200,100,100,200,100,100,800,200,500,200,22720,100,600,200,200,100,500,100,100,200,950,0,740,200,200,100,200,0,300,100,1300,875,400,100,700,725,300,400,850,800,200,800,2550,200,400,100,1175,200,1425,260,100,100,260,100,640,300,100,300,100,0,100,3080,980,0,80,100,200,100,200,100,300,200,1480,0,400,1260,400,300,700,300,300,240,200,1200,800,100,300,100,200,0,100,775,700,100
2600,600,575,1750,100,1000,100,1325,3725,1200,925,2100,550,400,800,600,500,400,1000,200,100,300,400,900,700,60,100,300,400,200,300,400,200,200,200,300,500,200,400,100,100,200,0,400,180,200,1000,400,916.6666667,200,100,1000,100,1025,1100,400,200,500,500,200,100,300,200,200,100,100,500,400,500,400,100,200,100,100,200,100,100,800,200,520,200,23425,100,600,200,200,100,500,100,100,200,1000,0,800,200,200,100,200,0,300,100,1360,900,400,120,700,800,360,400,900,840,200,825,2660,200,400,100,1220,200,1500,300,100,100,300,100,700,300,100,300,100,0,100,3275,1000,0,100,100,200,100,300,100,320,200,1575,0,450,1325,400,300,700,375,300,300,200,1300,800,100,300,120,200,0,100,800,675,100
2700,640,600,1825,100,1075,100,1400,3950,1200,1000,2200,600,400,825,600,600,400,1025,200,180,300,400,975,700,100,100,300,400,200,300,400,200,220,200,300,500,200,400,180,100,200,0,440,200,200,1000,400,1000,200,100,1000,100,1100,1160,400,200,540,500,200,100,300,200,200,100,100,500,400,500,400,100,200,100,100,300,100,100,800,300,600,200,23960,100,600,200,200,100,600,100,100,280,1000,0,800,200,300,100,200,0,300,100,1480,900,400,200,760,840,400,440,920,900,200,900,2760,200,420,100,1300,200,1600,300,100,100,300,100,700,300,100,300,100,0,100,3350,1000,0,100,100,200,100,300,200,400,200,1675,0,500,1400,420,300,775,400,300,300,200,1350,880,100,300,200,200,0,100,820,600,100
2800,700,600,1920,100,1100,100,1400,4120,1280,1000,2300,600,400,900,600,600,400,1100,200,200,320,420,1000,740,100,120,300,440,200,300,400,200,300,200,300,525,200,400,200,100,200,0,500,200,200,1000,400,1000,200,100,1000,100,1160,1200,400,200,600,500,200,125,300,200,200,100,150,500,400,500,400,100,200,100,100,300,100,100,850,300,600,200,24400,100,675,200,200,100,600,100,100,200,1050,0,800,200,300,100,200,0,320,100,1550,975,400,200,800,900,400,500,1000,925,200,900,2825,200,500,100,1300,250,1650,340,100,100,300,100,780,300,100,300,100,0,100,3580,1100,0,100,100,250,100,300,200,400,220,1760,25,500,1480,500,300,800,400,300,300,200,1440,900,100,325,200,200,0,100,900,600,100
2900,700,625,2000,100,1175,100,1500,4350,1300,1075,2400,600,400,950,675,625,400,1100,280,200,400,500,1000,800,100,175,300,500,200,300,400,200,300,300,300,600,220,400,200,100,200,0,500,200,200,1000,400,1080,200,100,1000,100,1200,1200,400,200,600,520,200,200,400,200,200,100,160,500,400,500,400,100,200,100,100,300,100,100,900,300,600,200,24725,100,700,200,200,100,600,200,100,300,1100,0,860,200,300,100,200,0,400,100,1600,1000,400,200,800,960,400,500,1000,1000,200,900,2920,200,500,100,1400,300,1700,400,100,100,325,100,800,300,100,300,100,0,100,3775,1100,0,100,100,300,100,300,200,400,300,1875,100,500,1550,500,300,800,425,300,300,200,1500,950,100,400,200,200,0,100,900,600,100
3000,700,700,2100,100,1200,100,1500,4580,1400,1100,2480,680,400,1000,700,700,400,1160,300,200,400,500,1100,800,100,200,300,500,200,300,440,240,300,300,300,600,300,400,200,100,200,0,500,200,200,1000,500,1100,200,100,1000,100,1280,1200,400,200,600,600,200,200,400,200,220,100,100,500,400,500,400,100,200,100,100,300,100,100,900,300,700,200,25360,100,700,300,200,100,600,200,100,300,1100,0,900,200,300,100,200,60,400,100,1620,1000,400,200,800,1000,460,500,1000,1000,280,900,3000,200,500,100,1400,300,1780,420,100,100,400,100,820,360,100,300,100,0,40,3960,1120,0,100,100,300,100,300,200,500,300,1980,100,560,1600,500,300,800,500,300,300,200,1580,1000,120,400,200,220,40,100,1000,600,100
3100,700,700,2200,100,1200,100,1500,4700,1400,1100,2550,700,400,1100,700,700,400,1200,300,200,400,500,1100,800,100,200,300,500,200,300,450,300,300,300,300,600,300,400,200,100,200,0,500,200,200,1000,500,1133.333333,200,100,1000,100,1300,1300,400,200,600,600,200,200,400,200,300,100,100,500,400,500,400,100,200,100,200,300,100,100,900,300,700,200,25750,100,700,300,200,100,600,200,100,300,1100,0,900,200,300,100,200,0,400,200,1700,1000,400,200,800,1050,500,500,1000,1050,300,900,3100,200,500,100,1500,300,1800,500,150,100,400,100,900,400,100,300,100,0,0,4050,1200,0,100,150,300,100,300,200,500,300,2100,100,600,1700,500,300,850,500,300,300,200,1700,1000,200,400,200,300,100,100,1000,600,100
3200,766.6666667,700,2233.333333,100,1266.666667,100,1566.666667,4833.333333,1400,1200,2600,700,400,1100,700,700,433.3333333,1200,300,200,400,500,1100,850,100,200,300,500,200,300,500,300,300,300,300,600,300,400,200,100,200,0,500,200,200,1000,500,1200,200,100,1000,100,1366.666667,1300,400,200,600,600,200,200,400,200,300,100,133.3333333,500,400,500,400,100,200,100,200,300,100,100,900,300,700,200,26133.33333,100,700,300,200,100,700,200,100,300,1100,0,900,200,300,100,200,33.33333333,400,200,1700,1100,400,200,800,1100,500,500,1033.333333,1100,300,900,3100,233.3333333,500,100,1500,300,1833.333333,500,200,100,400,100,900,400,100,400,100,0,66.66666667,4166.666667,1200,0,100,200,300,100,300,200,500,300,2133.333333,100,600,1700,500,300,900,500,300,300,200,1700,1066.666667,200,400,200,300,100,100,1000,566.6666667,100
3300,800,700,2300,100,1300,100,1600,4950,1500,1200,2600,700,400,1100,700,700,500,1200,300,200,400,500,1100,900,100,200,300,500,200,300,500,300,300,300,300,600,300,400,200,100,200,0,500,200,200,1000,500,1200,200,100,1000,100,1400,1300,400,200,600,600,200,200,400,200,300,100,200,500,400,500,450,100,200,100,200,300,100,100,900,300,700,200,26500,100,700,300,200,100,700,200,100,300,1100,0,900,200,300,100,200,50,400,200,1750,1100,400,200,800,1100,500,500,1100,1100,300,900,3100,300,500,100,1500,300,1900,400,200,100,400,150,900,400,0,400,100,0,0,4300,1200,0,100,200,300,100,300,200,500,300,2200,100,600,1750,500,400,900,500,300,300,200,1800,1100,200,400,200,300,100,100,1000,500,100
3400,800,800,2300,100,1300,100,1600,5050,1500,1200,2700,700,400,1150,700,750,500,1200,300,200,400,550,1100,900,100,200,300,500,200,366.6666667,500,300,300,300,300,600,300,400,200,100,200,0,533.3333333,200,200,1000,500,1200,200,100,1000,100,1400,1300,400,200,600,600,200,200,400,200,300,100,200,500,400,500,500,100,300,100,200,300,100,100,900,300,733.3333333,200,26933.33333,166.6666667,700,300,200,100,700,200,100,300,1133.333333,0,900,300,300,100,200,66.66666667,400,200,1800,1100,400,200,800,1100,500,500,1100,1100,300,900,3100,300,500,100,1500,366.6666667,1900,400,200,100,400,200,900,400,0,400,100,0,0,4350,1200,0,100,200,300,150,300,200,600,300,2250,100,600,1800,500,400,900,550,300,400,200,1800,1100,200,433.3333333,200,300,100,100,1100,500,100
3500,800,800,2366.666667,100,1333.333333,100,1600,5166.666667,1500,1200,2700,800,400,1200,700,800,500,1200,300,200,400,600,1200,900,100,200,400,566.6666667,200,400,500,300,300,300,400,600,300,400,200,100,200,0,600,200,266.6666667,1000,500,1200,200,133.3333333,1000,100,1500,1300,400,200,600,600,200,200,400,200,300,100,200,533.3333333,400,500,500,100,300,100,200,300,100,100,900,300,800,200,27300,200,700,300,200,100,700,200,100,300,1200,0,900,300,300,100,200,100,400,200,1800,1100,400,200,800,1200,500,500,1100,1100,300,900,3100,300,500,100,1500,400,1900,400,200,100,400,200,933.3333333,400,66.66666667,400,100,0,0,4500,1200,0,100,200,300,200,400,200,600,300,2300,100,600,1800,566.6666667,400,900,600,300,400,266.6666667,1833.333333,1100,200,500,200,300,100,100,1100,500,100
3600,800,800,2400,100,1400,100,1600,5300,1500,1250,2700,800,400,1200,700,800,500,1200,300,200,400,600,1200,900,100,200,400,600,200,400,500,300,300,300,300,600,300,400,200,100,200,0,600,200,300,1000,500,1300,200,200,1000,100,1500,1300,450,200,600,600,200,200,400,200,300,100,200,600,400,500,500,100,300,100,200,300,100,100,950,300,800,200,27700,200,800,300,200,100,700,200,100,300,1200,0,900,300,300,100,200,100,400,200,1800,1100,400,200,800,1200,500,500,1100,1100,300,900,3200,300,500,100,1500,400,2000,366.6666667,200,100,450,200,1000,400,50,400,100,0,0,4650,1200,0,100,200,300,200,400,200,600,300,2350,100,700,1900,600,400,900,600,300,400,300,1900,1150,200,500,200,300,100,100,1100,500,100
3700,800,800,2466.666667,100,1400,100,1600,5433.333333,1600,1300,2800,800,400,1300,700,800,500,1266.666667,300,200,400,600,1200,900,100,200,400,600,200,400,500,300,300,300,300,600,300,400,200,100,200,0,600,200,300,1066.666667,500,1300,200,200,1000,100,1500,1300,500,200,600,600,200,200,400,200,300,100,200,600,400,500,500,100,300,100,200,300,100,100,1000,300,800,200,28300,200,800,300,200,100,700,200,100,300,1200,0,900,300,300,100,200,100,400,200,1800,1100,400,200,700,1200,500,500,1100,1100,300,900,3200,300,500,100,1600,400,2000,300,200,100,500,200,1000,400,0,400,100,0,0,4766.666667,1200,0,200,200,300,200,400,200,600,300,2400,100,700,1900,600,400,900,600,300,400,300,1900,1200,200,500,200,300,100,166.6666667,1100,500,100
3800,800,800,2500,100,1400,100,1600,5550,1600,1300,2800,800,400,1300,700,800,500,1300,300,200,400,600,1200,900,100,200,400,600,200,400,500,300,300,300,300,666.6666667,300,400,200,100,200,0,600,200,300,1033.333333,500,1300,200,200,966.6666667,100,1533.333333,1300,400,200,600,600,200,200,400,250,300,100,200,600,400,500,500,100,300,100,200,300,100,100,1000,300,800,200,28733.33333,200,800,300,200,100,700,200,100,300,1200,0,900,300,300,100,200,100,400,200,1800,1100,400,200,700,1200,500,500,1100,1150,300,900,3150,300,500,100,1600,400,2000,300,200,100,500,200,1000,400,0,400,100,0,0,4900,1250,0,200,200,300,200,400,200,666.6666667,300,2500,100,700,1950,600,400,900,600,300,400,300,1950,1200,200,500,200,300,100,200,1150,500,100
3900,800,800,2500,100,1400,100,1600,5733.333333,1600,1300,2800,800,400,1333.333333,700,833.3333333,500,1300,300,200,400,600,1200,900,100,200,400,600,266.6666667,400,500,300,300,300,350,700,300,400,200,100,200,0,600,200,300,1000,500,1300,300,200,900,100,1600,1300,400,200,600,600,200,200,400,300,300,100,200,600,400,500,500,100,300,100,200,300,100,100,1000,300,800,200,29250,200,800,300,300,100,700,200,100,300,1200,0,900,300,300,100,200,100,466.6666667,200,1800,1100,400,200,700,1266.666667,500,500,1100,1200,300,800,3166.666667,300,600,100,1600,400,2000,300,200,100,500,200,1000,400,0,400,100,0,0,5100,1300,0,200,200,300,200,400,200,700,400,2500,100,700,2000,600,400,900,700,300,400,300,2000,1200,200,500,200,300,100,200,1200,433.3333333,100
4000,800,850,2550,100,1400,100,1600,5850,1600,1300,2900,850,400,1400,700,900,500,1300,300,200,400,600,1200,900,100,200,400,600,300,400,500,300,300,300,300,700,300,400,200,100,200,0,600,200,300,900,500,1400,300,200,900,100,1600,1300,400,200,600,600,200,200,400,300,300,100,200,600,400,500,400,100,300,100,200,300,100,100,1000,300,900,200,29800,200,800,300,300,100,700,200,100,300,1200,0,900,300,300,100,200,100,500,200,1800,1100,400,200,700,1300,500,500,1100,1200,300,800,3200,300,600,100,1600,500,2000,300,200,100,500,200,1000,400,0,400,200,0,0,5350,1300,0,200,200,300,200,400,200,700,400,2600,100,700,2000,600,400,900,700,300,400,300,2100,1200,200,500,200,300,100,200,1200,400,100
4100,800,900,2600,100,1450,100,1700,6050,1600,1300,2900,900,400,1400,700,900,450,1300,250,200,400,600,1200,900,100,200,400,600,300,400,500,300,300,300,300,700,300,400,200,100,200,0,600,200,300,966.6666667,500,1400,300,200,900,100,1600,1300,400,250,600,600,200,200,400,300,300,100,200,600,400,500,500,100,300,100,200,300,100,100,1000,300,900,200,30300,200,800,300,300,100,700,200,100,300,1200,0,900,300,300,100,200,100,500,200,1800,1100,400,200,700,1300,600,500,1100,1200,400,800,3200,300,600,100,1600,500,2000,300,200,100,500,200,1100,433.3333333,100,400,200,0,0,5550,1300,0,200,200,300,200,400,200,700,400,2600,100,700,2100,600,400,900,700,300,400,300,2100,1300,200,533.3333333,300,333.3333333,100,200,1200,400,100
4200,800,900,2600,100,1500,100,1700,6200,1600,1300,2900,900,400,1500,700,900,400,1300,200,200,400,600,1200,900,100,200,400,600,300,400,500,300,300,300,300,700,300,400,200,100,200,0,600,233.3333333,300,900,500,1400,300,200,900,100,1666.666667,1300,400,300,600,666.6666667,200,200,400,300,300,100,200,600,400,500,500,100,300,100,200,300,100,100,1000,300,900,200,30800,200,800,300,300,100,700,200,100,300,1200,0,900,300,300,100,200,100,500,200,1800,1100,400,200,700,1366.666667,600,500,1100,1200,400,800,3200,300,600,100,1600,500,2100,300,200,100,500,200,1100,500,33.33333333,400,200,0,0,5800,1300,0,200,200,300,200,400,200,800,400,2666.666667,100,700,2100,600,400,900,733.3333333,200,400,300,2100,1300,200,600,300,400,100,200,1200,400,100
4300,800,900,2600,100,1500,100,1700,6450,1650,1400,2900,900,400,1500,700,900,400,1300,200,200,400,700,1200,933.3333333,100,200,400,650,300,400,500,300,300,400,300,700,300,400,200,100,200,0,600,300,300,900,500,1466.666667,300,200,900,100,1700,1300,400,300,600,700,200,200,400,300,300,100,200,600,400,500,500,100,300,100,200,300,100,100,1000,300,900,200,31250,200,800,300,300,100,700,200,100,300,1200,0,900,300,300,100,200,100,500,200,1800,1100,400,200,700,1400,600,500,1066.666667,1200,400,800,3200,300,600,100,1600,500,2100,300,200,100,500,200,1100,500,50,400,200,100,0,6050,1300,0,200,200,300,200,400,200,800,400,2750,100,700,2200,600,400,900,800,200,400,300,2200,1300,200,600,300,400,100,200,1200,400,100
4400,900,900,2700,100,1500,100,1700,6600,1700,1400,2900,900,400,1566.666667,700,900,400,1300,200,266.6666667,400,700,1200,900,100,200,400,700,300,400,500,300,300,400,300,700,300,400,200,100,200,0,600,300,300,900,500,1500,300,200,900,100,1700,1300,400,300,600,700,200,200,400,300,300,100,200,600,500,500,500,100,300,200,200,300,100,100,1000,300,900,200,31600,200,800,300,300,100,700,200,100,300,1200,0,900,300,300,100,200,100,500,200,1800,1100,400,300,700,1400,600,500,1000,1200,400,800,3200,350,600,100,1600,533.3333333,2100,350,200,100,600,200,1100,500,100,400,200,100,0,6300,1300,0,200,200,300,200,400,200,800,400,2800,100,700,2233.333333,600,400,900,800,200,400,300,2200,1400,200,600,300,400,100,200,1233.333333,400,100
4500,900,900,2700,100,1500,100,1700,6950,1700,1400,2900,900,400,1600,700,900,400,1400,200,300,400,700,1200,900,100,200,400,700,300,400,500,300,300,400,300,700,300,400,200,100,200,0,600,300,300,900,500,1500,300,200,850,100,1700,1300,400,300,600,700,200,200,400,300,300,100,200,600,500,500,500,100,300,150,200,300,100,100,1000,300,900,200,31850,200,800,300,300,100,700,200,100,300,1200,0,900,300,300,100,200,100,500,200,1800,1100,400,300,633.3333333,1400,600,500,1000,1200,400,766.6666667,3100,400,600,100,1700,600,2100,400,200,100,600,200,1100,500,100,400,200,100,0,6550,1300,0,200,200,300,200,400,200,850,400,2850,100,800,2300,600,400,900,800,200,400,300,2300,1400,200,600,300,400,100,200,1300,400,100
4600,900,900,2700,100,1500,100,1700,7200,1700,1400,3000,900,400,1633.333333,700,1000,400,1400,200,300,400,700,1200,900,100,200,400,700,200,400,500,300,300,400,300,700,300,400,200,100,200,0,633.3333333,300,300,900,500,1533.333333,300,200,800,100,1766.666667,1300,400,300,600,700,200,200,400,300,300,100,200,600,500,500,500,100,300,100,200,300,100,100,1000,300,1000,200,32066.66667,200,800,300,300,100,700,200,100,300,1200,0,900,300,300,100,200,100,500,200,1800,1100,400,300,600,1500,600,500,1000,1200,400,700,3100,400,600,100,1700,600,2100,400,200,100,600,200,1100,500,100,400,200,100,0,6833.333333,1300,0,200,200,300,200,400,233.3333333,900,400,2900,100,800,2400,600,400,900,833.3333333,200,450,300,2300,1400,200,600,300,400,100,200,1300,400,100
4700,900,900,2800,100,1500,100,1700,7450,1700,1400,3000,900,400,1700,700,1000,400,1400,200,300,500,700,1200,933.3333333,100,200,400,700,200,400,500,300,300,400,300,700,300,400,200,100,200,0,700,300,300,900,500,1600,300,200,800,100,1800,1300,400,300,600,700,200,200,400,300,300,100,200,600,500,500,500,100,300,100,200,300,100,100,1000,300,1000,200,32200,200,800,300,300,100,700,200,100,300,1200,0,900,300,300,100,200,100,500,200,1800,1100,333.3333333,300,600,1500,600,500,1000,1200,400,700,3100,400,600,100,1700,600,2100,400,200,100,600,200,1150,500,50,400,200,100,0,7150,1300,0,200,200,333.3333333,200,400,300,900,450,2950,100,800,2450,600,400,900,900,200,500,300,2350,1433.333333,200,600,300,400,100,200,1300,300,100
4800,900,1000,2800,166.6666667,1533.333333,200,1700,7733.333333,1700,1400,3000,1000,400,1766.666667,700,1000,400,1400,200,300,466.6666667,700,1266.666667,1000,100,200,400,700,200,400,500,300,300,400,300,700,300,400,200,100,200,0,700,300,300,900,500,1600,300,200,800,100,1800,1233.333333,400,300,600,700,200,200,400,300,300,100,200,600,433.3333333,500,500,100,300,100,200,300,100,100,1000,300,1000,200,32300,200,800,300,300,100,700,200,100,300,1200,0,900,300,300,100,200,100,500,200,1700,1200,300,300,600,1533.333333,600,500,1000,1200,400,700,3100,400,600,100,1700,633.3333333,2100,400,200,100,600,200,1200,500,0,400,200,100,0,7566.666667,1300,0,200,200,400,200,400,300,950,500,3033.333333,100,800,2533.333333,600,400,900,900,200,500,300,2400,1500,200,600,300,400,100,200,1300,300,100
4900,900,1000,2800,200,1600,200,1700,8100,1700,1400,3100,1000,400,1800,700,1000,400,1500,200,300,400,700,1300,1000,100,200,400,700,233.3333333,400,500,300,300,400,300,700,300,400,100,100,200,0,700,300,300,800,500,1600,300,200,800,100,1800,1200,400,300,600,700,200,200,400,300,300,100,200,600,500,500,500,100,300,100,200,300,100,100,1000,300,1000,200,32250,200,800,300,300,100,700,200,100,300,1200,0,900,300,300,100,200,100,500,200,1700,1100,300,300,600,1600,600,500,1000,1233.333333,433.3333333,700,3100,400,600,100,1700,700,2100,400,200,100,600,200,1200,500,66.66666667,400,200,100,0,8000,1300,0,200,200,333.3333333,200,400,300,1000,500,3100,100,800,2600,600,400,900,900,200,500,400,2400,1500,200,600,300,400,100,200,1300,300,100
5000,900,1000,2800,200,1600,200,1700,8400,1700,1400,3100,1000,400,1900,700,1000,400,1500,200,300,400,700,1300,1000,100,200,400,700,200,400,500,300,300,400,300,700,300,400,100,100,200,0,700,300,300,800,500,1666.666667,300,200,800,100,1833.333333,1200,400,300,600,700,200,200,400,300,300,100,200,600,500,500,500,100,300,100,200,300,100,100,1000,300,1000,200,32066.66667,200,800,300,300,200,700,200,100,300,1200,0,900,300,300,100,200,100,500,200,1700,1100,300,300,600,1600,600,500,1000,1300,500,700,3100,400,600,100,1700,700,2100,400,200,100,650,200,1200,500,100,400,200,100,0,8400,1300,0,200,200,400,200,400,300,1000,500,3150,100,800,2700,600,400,900,1000,200,500,400,2500,1500,200,600,300,400,100,200,1300,300,100
5100,900,1000,2833.333333,200,1600,200,1700,8833.333333,1700,1400,3100,1000,400,1933.333333,700,1000,400,1500,200,300,400,766.6666667,1300,1000,166.6666667,200,400,700,200,400,500,300,300,400,300,700,300,400,100,100,200,0,700,300,300,800,500,1700,300,200,733.3333333,100,1900,1200,400,300,600,700,200,200,400,300,300,100,200,600,500,500,500,100,300,100,200,300,100,100,1000,300,1100,200,31700,200,800,300,300,200,700,200,100,300,1200,0,900,300,300,100,200,100,500,200,1600,1100,300,300,600,1666.666667,600,433.3333333,966.6666667,1300,500,633.3333333,3100,400,600,100,1700,766.6666667,2100,400,200,100,700,266.6666667,1200,500,100,400,200,100,0,8966.666667,1300,0,300,200,400,200,400,300,1033.333333,500,3233.333333,100,800,2766.666667,600,400,900,1000,200,500,400,2500,1500,200,700,300,500,100,200,1300,300,100
